"language","tone","informant","token","syllable","onset","offset","f0mean","excursion","maxloc"
"Thai","21","F2b","2","nu",-0.0179765433065544,-0.164417127159426,-0.0770051674251067,0.155021695046916,0.25
"Thai","241","F2b","1","nu",0.239007398584026,-0.0963608159602667,0.247840154725914,0.464951090285644,0.5
"Thai","241","F2b","2","nu",0.177560120861426,0.0473588097669942,0.23297812355299,0.259753947553707,0.625
"Thai","45","F2b","1","nu",0.0141106555867224,0.286087554448667,0.106844035659794,0.271976898861945,1
"Thai","45","F2b","2","nu",0.0193156266313377,0.18374588571648,0.0756770791094313,0.164430259085142,1
"Thai","315","F2b","1","nu",-0.0273346718369525,0.0715976288812512,-0.0616884666307439,0.208324924640721,1
"Thai","315","F2b","2","nu",-0.0569258267714217,0.0180522110156322,-0.0896341656356109,0.163255415359321,1
"Thai","315","F2b","3","nu",-0.00448800544621948,0.108834762280824,-0.0409781552281724,0.219074841324083,1
"Thai","33","F3b","1","ma",0.00964744814630024,-0.0301221273404471,-0.017677327455356,0.0397695754867474,0.125
"Thai","33","F3b","2","ma",-0.0222835094278351,-0.0100452591967585,-6.31158060634259e-05,0.0443139065470358,0.5
"Thai","21","F3b","1","ma",-0.0616367265985662,-0.549202327888789,-0.251914767920711,0.487565601290223,0.125
"Thai","21","F3b","2","ma",-0.128870986581804,-0.240108768100653,-0.197455483804766,0.111237781518849,0.125
"Thai","241","F3b","1","ma",0.152683353076729,0.166146200797312,0.20407664355971,0.084975024299812,0.625
"Thai","241","F3b","2","ma",0.0667888779138447,0.0806454363831889,0.148523141497403,0.133763607727469,0.625
"Thai","45","F3b","1","ma",0.00615563835581239,0.147794518174901,0.0463333592400086,0.14175259170757,1
"Thai","45","F3b","2","ma",0.0348454603397066,0.201710222308618,0.0869947687534702,0.166864761968911,1
"Thai","315","F3b","1","ma",-0.147896813081546,-0.134083956260201,-0.396915484671064,0.482509906235908,1
"Thai","315","F3b","2","ma",-0.118109509359684,-0.139276669863408,-0.185108221481808,0.109741482097812,0.125
"Thai","33","F3b","1","mi",0.0729311408559832,0.0086662496652177,0.0418881708952905,0.0731811867895067,0.25
"Thai","33","F3b","2","mi",0.0520049174810853,0.0252035808269194,0.0472076389952426,0.0444006908010764,0.25
"Thai","21","F3b","1","mi",-0.0150998664308869,-0.242184795873198,-0.134353440505579,0.227084929442311,0.125
"Thai","21","F3b","2","mi",0.00440141041951373,-0.246580718622016,-0.126492964808585,0.250982129041529,0.125
"Thai","241","F3b","1","mi",0.186975487710533,0.213585773797141,0.287834090298256,0.15166061843105,0.75
"Thai","241","F3b","2","mi",0.22105174870222,0.00989698676410002,0.228399034248309,0.289971213350224,0.625
"Thai","45","F3b","1","mi",0.121923236947528,0.276996082021236,0.176628629453083,0.155072845073708,1
"Thai","45","F3b","2","mi",0.0931961126383223,0.25415979166772,0.157034266356159,0.160963679029397,1
"Thai","315","F3b","1","mi",-0.0574786153068261,-0.0204621431642635,-0.0992065188202995,0.140602722980727,1
"Thai","315","F3b","2","mi",-0.0356712694228286,-0.0467906232778057,-0.134550036840693,0.159327668396128,0.125
"Thai","33","F3b","1","mu",-0.00423221202771609,0.040188426200286,0.0500845054151998,0.0718782920839851,0.25
"Thai","33","F3b","2","mu",0.0779757791706772,0.0786161219909111,0.102971689927147,0.0483122440682605,0.25
"Thai","21","F3b","1","mu",-0.0601442410767444,-0.243250151853461,-0.152202810983864,0.183105910776716,0.125
"Thai","21","F3b","2","mu",0.0299432426536122,-0.578923438701429,-0.228197706742633,0.620491903444999,0.125
"Thai","241","F3b","1","mu",0.12842209839547,-0.0367938612514104,0.216656621975374,0.342563011675881,0.5
"Thai","241","F3b","2","mu",0.177561876964909,0.0379300651279556,0.22551184260686,0.248644056550773,0.5
"Thai","45","F3b","1","mu",0.0856127144468184,0.287153709642716,0.181350973065387,0.201540995195897,1
"Thai","45","F3b","2","mu",0.0292430987983192,0.341147598156628,0.183974207138074,0.311904499358308,1
"Thai","315","F3b","1","mu",-0.0895237438208431,-0.0271048263870755,-0.124442076041308,0.148621651545732,1
"Thai","315","F3b","2","mu",-0.0739907605257492,-0.0517401169928044,-0.110426201956092,0.134973668541671,0.25
"Thai","33","F3b","1","na",0.0274100775313518,-0.0215896518651403,-0.00484145617965916,0.0489997293964921,0.125
"Thai","33","F3b","2","na",-0.0263906363259902,-0.0518882025743187,-0.0313970137559559,0.0378956249699804,0.625
"Thai","21","F3b","1","na",-0.0994515115106127,-0.288564303352704,-0.217268898579599,0.189112791842092,0.125
"Thai","21","F3b","2","na",-0.098245780783535,-0.412346373247732,-0.226074632711325,0.314100592464197,0.125
"Thai","241","F3b","1","na",0.104858885352531,0.110399422936263,0.143080134743355,0.0655228823442632,0.5
"Thai","241","F3b","2","na",0.158014686468836,0.0981495566494713,5.93001407831958e-06,0.595931578985779,0.5
"Thai","45","F3b","1","na",0.00054087388038661,0.116430695521473,0.0288857012988358,0.116773088637686,1
"Thai","45","F3b","2","na",0.0236619383652531,0.107785187798731,0.0151740043394078,0.125326996095819,1
"Thai","315","F3b","1","na",-0.13310412453819,-0.112391761249275,-0.214790432991102,0.162270903218101,1
"Thai","315","F3b","2","na",-0.113749436929836,-0.149267505124174,-0.289807945094348,0.50747442062177,0.125
"Thai","33","F3b","1","ni",0.0540019529791669,0.0831707666107001,0.0968973172356213,0.0795309474044644,0.25
"Thai","33","F3b","2","ni",0.0595453950105253,0.0296702304342835,0.0490916400597444,0.0392388999731565,0.25
"Thai","21","F3b","1","ni",-0.019136286614097,-0.206052456137313,-0.113619446334631,0.186916169523216,0.125
"Thai","21","F3b","2","ni",-0.0238164816234156,-0.239371469887953,-0.143639399942675,0.215554988264538,0.125
"Thai","241","F3b","1","ni",0.128836699036356,0.258693288793047,0.286233533688373,0.237063813844454,0.75
"Thai","241","F3b","2","ni",0.223480711018806,0.182912961940908,0.302921619836797,0.174867458505793,0.75
"Thai","45","F3b","1","ni",0.21689278735284,0.389276396544173,0.188820987367988,0.32620318391445,1
"Thai","45","F3b","2","ni",0.0661126013990341,0.206869299777982,0.127538203168423,0.140756698378948,1
"Thai","315","F3b","1","ni",-0.0933662149885464,-0.069983338938148,-0.14254355539941,0.128267185363275,1
"Thai","315","F3b","2","ni",0.0629639745387508,0.48036415965586,-0.0485722767487838,0.710533013151431,1
"Thai","33","F3b","1","nu",0.0110311961114442,0.0551876184862592,0.0550546085566218,0.0560732160808395,0.75
"Thai","33","F3b","2","nu",-0.0343285961438329,-0.0133879757642907,0.00673767037181805,0.0849102355040077,0.375
"Thai","21","F3b","1","nu",-0.0379971789487157,-0.235702422772064,-0.150612346629863,0.197705243823348,0.125
"Thai","21","F3b","2","nu",-0.0798044615443382,-0.263474748620542,-0.177226468733082,0.183670287076204,0.125
"Thai","241","F3b","1","nu",0.11828568510496,0.120451291634115,0.208467028217303,0.151938629745146,0.625
"Thai","241","F3b","2","nu",0.152017983435444,0.0462930628084995,0.218637133675276,0.2487787402621,0.625
"Thai","45","F3b","1","nu",0.0466189036759107,0.267015415714102,0.133386932442617,0.220396512038192,1
"Thai","45","F3b","2","nu",0.0295867613469133,-0.314848461544581,0.0535202744034387,0.4899632321981,0.875
"Thai","315","F3b","1","nu",-0.100113498435617,-0.0514257797921512,-0.160950821463233,0.167581737511378,1
"Thai","315","F3b","2","nu",-0.188586650762278,-0.0566441877534849,-0.219571450442185,0.472795615994835,1
"Thai","33","F4b","1","ma",0.0868079874627432,-0.0614547169756304,0.0561904518450545,0.148262704438374,0.125
"Thai","33","F4b","2","ma",0.0677130238428602,-0.133920282930522,0.0256676314765225,0.213247970982162,0.25
"Thai","33","F4b","3","ma",0.019211434621149,-0.104343397334854,-0.00837540702057604,0.123554831956003,0.125
"Thai","21","F4b","1","ma",0.0102082479286546,-0.220574609869034,-0.106133994315819,0.230782857797689,0.125
"Thai","21","F4b","2","ma",0.0548421428028157,-0.26438755148542,-0.0988125293631591,0.319229694288236,0.125
"Thai","21","F4b","3","ma",-0.00834219512700656,-0.213446372434412,-0.103921624918353,0.208791158723455,0.25
"Thai","241","F4b","1","ma",0.330369347416328,0.0856148948660224,0.220948305955802,0.244754452550305,0.125
"Thai","241","F4b","2","ma",0.284668779426152,0.0744124166308449,0.331851133784679,0.370590127564295,0.625
"Thai","241","F4b","3","ma",0.164916224491062,-0.525781186979427,0.0680728850253903,0.794919387246498,0.5
"Thai","45","F4b","1","ma",-0.0381063804161671,0.0910587682639672,-0.0355531911260931,0.177284508889187,1
"Thai","45","F4b","2","ma",0.0799637399987481,0.324327792548259,0.1240698165439,0.290543157845019,1
"Thai","45","F4b","3","ma",-0.0125799436958028,0.122849800855849,0.00472366615321309,0.166560014320065,1
"Thai","315","F4b","1","ma",-0.0150354075291748,-0.496105259475358,-0.298131126074994,0.543861724846055,0.125
"Thai","315","F4b","2","ma",-0.0338080530142537,0.132714548254343,-0.0659940567874843,0.271364534489423,1
"Thai","315","F4b","3","ma",-0.0351442404607559,-0.0724671359133075,-0.114601961178083,0.132525702424922,0.125
"Thai","33","F5b","1","ma",0.0174761110251017,0.068226529461591,0.064637520195683,0.0592089467121195,0.625
"Thai","33","F5b","2","ma",-0.00292110543368602,0.0860777420121158,0.0792437474789075,0.102733371513119,0.5
"Thai","21","F5b",NA,"ma",-0.08353147803646,-0.280568550921819,-0.196277503194443,0.197037072885359,0.125
"Thai","241","F5b",NA,"ma",0.112690293025424,0.0608312404088541,0.220707264197982,0.231452082600755,0.625
"Thai","45","F5b",NA,"ma",0.0152846292616302,0.25630086154877,0.0995660946233781,0.24101623228714,1
"Thai","315","F5b",NA,"ma",-0.136342292207731,-0.160395837731786,-0.208529235274603,0.113000853986196,0.125
"Thai","33","F5b",NA,"mi",0.00231661005763618,0.0317349331627667,0.0374703342415007,0.0460392589857254,0.375
"Thai","21","F5b",NA,"mi",-0.0694488195338434,-0.278698284507499,-0.166382242861252,0.215883610686698,0.25
"Thai","241","F5b",NA,"mi",0.0464022975901064,-0.0414608581049718,0.153966678224144,0.273928056103802,0.625
"Thai","45","F5b","2","mi",0.0184200380991101,0.265938005200978,0.11325264370011,0.247517967101868,1
"Thai","45","F5b",NA,"mi",-0.0105378457078734,0.21866485797375,0.0718178613739125,0.229202703681623,1
"Thai","315","F5b","2","mi",-0.137085132534898,-0.0411624074883047,-0.160790659841033,0.166901491293545,1
"Thai","315","F5b",NA,"mi",-0.102161129589892,-0.0287718988503004,-0.12308861196619,0.13791136596168,1
"Thai","33","F5b",NA,"mu",0.00196033529749466,0.0807693042497262,0.0834850359921129,0.107571222504737,0.5
"Thai","21","F5b",NA,"mu",-0.059723592030306,-0.239176116699439,-0.142697239520122,0.179452524669133,0.125
"Thai","241","F5b",NA,"mu",0.0537676500017959,-0.0772392197672451,0.138356258242123,0.292576953303314,0.625
"Thai","45","F5b",NA,"mu",0.0254556465188431,0.259594946676345,0.119763185151255,0.234139300157502,1
"Thai","315","F5b",NA,"mu",-0.09867799549121,-0.0464196493379928,-0.141586077345937,0.151793568545384,1
"Thai","33","F5b",NA,"na",0.0286941756684707,0.0607660058875745,0.0600579415513312,0.0564033894983026,0.375
"Thai","21","F5b",NA,"na",-0.0877271118666486,-0.229507900740751,-0.178180149903409,0.153240900832014,0.125
"Thai","241","F5b",NA,"na",0.0127890180294713,0.121615741161241,0.145659765933052,0.195731550374576,0.75
"Thai","45","F5b",NA,"na",-0.0125411353866108,0.176846092711521,0.050653776044403,0.189387228098132,1
"Thai","315","F5b",NA,"na",-0.114253546503801,-0.146711907702382,-0.2013675571716,0.134727683331439,0.125
"Thai","33","F5b",NA,"ni",0.0394390282942504,0.0286786827753091,0.0432587131226288,0.0273398245324267,0.375
"Thai","21","F5b",NA,"ni",-0.0904693276021507,-0.292656833767828,-0.183006296119172,0.209046865327037,0.25
"Thai","241","F5b",NA,"ni",0.0797832847289469,0.144038066066165,0.213644628224587,0.186388453490344,0.5
"Thai","45","F5b","2","ni",-0.0051037360612369,0.239204006946749,0.100162616920237,0.244307743007986,1
"Thai","45","F5b",NA,"ni",-0.0325538046751234,0.265364221331181,0.0823582671668305,0.297918026006304,1
"Thai","315","F5b","1","ni",-0.0943473801554651,-0.00424391748434582,-0.133050519818693,0.184009545213952,1
"Thai","315","F5b","2","ni",-0.108343550278628,-0.0048595772071822,-0.136754542475503,0.183182493547745,1
"Thai","33","F5b",NA,"nu",0.0539562519631798,0.0754719005653014,0.0959615349738469,0.0673027722479198,0.25
"Thai","21","F5b",NA,"nu",-0.0719296197578201,-0.253096148367333,-0.157438139866101,0.196178541429227,0.25
"Thai","241","F5b",NA,"nu",0.0657499179344657,0.108611677104926,0.14527622858131,0.114975066109861,0.75
"Thai","45","F5b",NA,"nu",0.039369017159384,0.277847878956569,0.131590307924515,0.238478861797185,1
"Thai","315","F5b",NA,"nu",-0.0786619335391561,0.034935564394465,-0.12174162850579,0.231670856979012,1
"Thai","33","F6b","1","ma",-0.291561421855304,-0.362559597694915,-0.301747573375896,0.090448036787044,0.5
"Thai","33","F6b","2","ma",-0.212383728616858,-0.328616236743337,-0.26102711339611,0.119338503865792,0.125
"Thai","33","F6b","3","ma",-0.207403422348344,-0.323134345473401,-0.226637858014716,0.136838121368056,0.625
"Thai","21","F6b","1","ma",-0.221260735112243,-0.346466065294215,-0.310562116548169,0.145520423835587,0.125
"Thai","21","F6b","2","ma",-0.123223225755267,-0.370008801084627,-0.123534552746495,0.571608421050517,0.625
"Thai","21","F6b","3","ma",-0.178364220493373,-0.311698651347144,-0.278551244003192,0.18827845329282,0.125
"Thai","241","F6b","1","ma",0.85270905058538,0.280402375071487,0.697161844030474,0.572306675513893,0.125
"Thai","241","F6b","2","ma",-0.0146130815948576,0.290832976721183,0.418363366388948,0.757855503670461,0.5
"Thai","241","F6b","3","ma",1.02003047099667,0.311765627564104,0.678298717776388,0.708264843432568,0.125
"Thai","45","F6b","1","ma",-0.197358193989602,-0.099933828464264,-0.203599528613021,0.150324566929313,1
"Thai","45","F6b","2","ma",-0.207156128182391,-0.164618097575516,-0.220227318404078,0.0765625133055916,1
"Thai","45","F6b","3","ma",-0.163568373272893,0.617693148780647,-0.038991748751265,0.85795894552385,1
"Thai","315","F6b","1","ma",-0.283878203572466,0.552775329000087,-0.0429209177531893,0.935896542040425,1
"Thai","315","F6b","2","ma",0.388071145997991,1.27168147051676,0.264026759543824,1.57885993082731,1
"Thai","315","F6b","3","ma",-0.193895203504147,0.657272726328665,-0.0500507161335009,0.993564236139683,1
"Thai","33","F7b","1","ma",0.12270145577241,0.0569773082920313,0.0878538627764131,0.0657241474803788,0.125
"Thai","33","F7b","2","ma",0.0372735517499365,-0.00709024067668823,0.0215907273126069,0.047692395878738,0.375
"Thai","33","F7b","3","ma",0.0331879158318818,0.0160627202573818,0.0376214714538304,0.0460723794062421,0.375
"Thai","33","F7b","4","ma",0.0306821882533916,0.00898095830295561,0.0283577427174527,0.0386637049042725,0.375
"Thai","33","F7b","5","ma",0.0249423154276735,-0.0462508820766313,0.00278826185852127,0.0744344624353261,0.25
"Thai","21","F7b","1","ma",0.00014713744567195,-0.276515113951808,-0.107145547100281,0.27666225139748,0.125
"Thai","21","F7b","2","ma",-0.0780764247387598,-0.407724298206624,-0.174167505246661,0.329647873467865,0.125
"Thai","21","F7b","3","ma",0.00778402250488478,-0.16901409448335,-0.0629406425705465,0.201225624209285,0.25
"Thai","21","F7b","4","ma",-0.0632696562851314,-0.2386066899551,-0.14338648355399,0.175337033669969,0.125
"Thai","21","F7b","5","ma",-0.0364202970988029,-0.275990198029575,-0.128700266976294,0.239569900930772,0.125
"Thai","241","F7b","1","ma",0.161972139702121,0.0548926155032348,0.208359786542573,0.214942745186328,0.625
"Thai","241","F7b","2","ma",0.124868811492291,-0.0397494156569639,0.166955690837032,0.293473997747828,0.625
"Thai","241","F7b","3","ma",0.12648087593307,0.0764293554196394,0.196644177511031,0.177205994862169,0.5
"Thai","241","F7b","4","ma",0.154439395201329,0.0922956779803168,0.209733236314081,0.167777684035847,0.625
"Thai","241","F7b","5","ma",0.0933291081042238,0.167705847903443,0.19312602580193,0.144636805076827,0.625
"Thai","45","F7b","1","ma",-0.00438504171591427,0.0827695621144326,0.00797609238262655,0.111046810765678,1
"Thai","45","F7b","2","ma",-0.00608107883904268,0.0656819823215523,0.00697513221739801,0.072911739775011,1
"Thai","45","F7b","3","ma",0.0525083570954793,0.0769435221238831,0.0386353229849753,0.0659759932922265,1
"Thai","45","F7b","4","ma",0.0385563517836877,0.0808294600311522,0.0246104307195009,0.073604313007685,1
"Thai","45","F7b","5","ma",-0.000586351139465038,0.0835914900483006,0.0178657252340466,0.0982394308980042,1
"Thai","315","F7b","1","ma",-0.0879459230126671,-0.0938275922287625,-0.148511387004979,0.113742386313125,0.125
"Thai","315","F7b","2","ma",-0.092384932302115,-0.0806107169177896,-0.132172199664469,0.0764114373267088,1
"Thai","315","F7b","3","ma",-0.0452077423012461,-0.0564474017503798,-0.105910844095726,0.103888768866752,0.125
"Thai","315","F7b","4","ma",-0.0548164724203354,-0.0854574019401684,-0.115486470563686,0.104217636943293,0.125
"Thai","315","F7b","5","ma",-0.0315629675000575,-0.12837517351265,-0.130672339887386,0.142312918722984,0.125
"Thai","33","F8b","1","na",-0.0320828313282436,-0.015820252831924,-0.00888616057410026,0.0338940507461514,0.375
"Thai","33","F8b","2","na",0.0853362310108233,-0.0410635347446358,0.0372916827620281,0.136547488320918,0.25
"Thai","33","F8b","3","na",0.0595909908295589,0.00578074374800481,0.0383696609825467,0.0613402674668687,0.25
"Thai","33","F8b","4","na",-0.0648989890269753,-0.0326976034136892,-0.0122814827837441,0.0802414303404692,0.5
"Thai","241","F8b","1","na",-0.0694764774850681,-0.197800636358492,-0.00296951259409728,0.274033608854847,0.5
"Thai","241","F8b","2","na",-0.255395820277051,-0.120549409760965,-0.0282392898765357,0.300793022636673,0.625
"Thai","241","F8b","3","na",-0.0771180128002584,-0.173085692018833,-0.0232848979160977,0.228850125915035,0.625
"Thai","33","NAb","1","ma",-0.0151878482044275,-0.173762553255244,-0.0590075724585826,0.158574705050816,0.125
"Thai","21","NAb","1","ma",-0.0981863147736282,-0.272789121297009,-0.190222072560718,0.174602806523381,0.125
"Thai","241","NAb","1","ma",0.0957024509030603,-0.0620260531417986,0.109078470955795,0.229384959104996,0.625
"Thai","45","NAb","1","ma",-0.00734164695058329,0.109400217170716,0.00480675767047678,0.157759408079329,1
"Thai","45","NAb","2","ma",-0.0102217179312598,0.154505487602946,0.0117424269914239,0.217191544157494,1
"Thai","315","NAb","1","ma",-0.114166247119976,-0.0967932030973643,-0.184706911059866,0.142397992634218,1
"Thai","33","NAb","1","mi",0.0877787408092587,-0.113479311481913,0.0383587532506088,0.203055894107242,0.25
"Thai","33","NAb","2","mi",-0.0150141992768756,-0.197271128943356,-0.0357214167869634,0.203289222882012,0.625
"Thai","21","NAb","1","mi",-0.0429566814307623,-0.214259479105156,-0.119892720751239,0.171302797674393,0.125
"Thai","21","NAb","2","mi",-0.0617049920324647,-0.198392222663123,-0.119605952842126,0.136687230630658,0.125
"Thai","241","NAb","1","mi",0.208991991352494,-0.0243399408566148,0.255577746874783,0.380118910924858,0.5
"Thai","241","NAb","2","mi",0.174837699645425,-0.180088330776628,0.131241149650775,0.418670740590211,0.5
"Thai","45","NAb","1","mi",0.0850185244278812,0.18342790967071,0.171668512116029,0.319286239794849,0.875
"Thai","45","NAb","2","mi",-0.0346675949593525,0.206376232871666,0.0290502995653175,0.25125009353154,1
"Thai","315","NAb","1","mi",-0.0633528928288514,0.088837598220249,-0.0868906922785885,0.230376571738038,1
"Thai","315","NAb","2","mi",-0.11741028371374,0.0759432183564134,-0.105339618102568,0.239375034755286,1
"Thai","315","NAb","3","mi",-0.0623353791248756,0.185014886324674,-0.0576535615875481,0.31932872214615,1
"Thai","33","NAb","1","mu",0.0829595007278759,-0.147799717044743,0.0667400512282366,0.290037623348896,0.5
"Thai","33","NAb","2","mu",0.0220679657574654,-0.170520268166059,-0.00459863415176468,0.20540283587124,0.625
"Thai","21","NAb","1","mu",0.00179804710372479,-0.201179171783174,-0.0825237617868559,0.212755765529454,0.25
"Thai","21","NAb","2","mu",-0.0242329208444226,-0.176518400182564,-0.0962227328125894,0.152285479338142,0.125
"Thai","241","NAb","1","mu",0.163814915459258,-0.0224892508171066,0.240763624232736,0.368722011395836,0.625
"Thai","241","NAb","2","mu",0.139755168413432,0.0531349669340531,0.216705200713039,0.226660047048897,0.625
"Thai","45","NAb","1","mu",0.0682659798231123,0.35217302003413,0.178186285290668,0.284224108452493,0.875
"Thai","45","NAb","2","mu",0.0158049730705677,0.25350158103858,0.0857087853308764,0.249311672497377,1
"Thai","315","NAb","1","mu",-0.0481916245335773,0.144271580531566,-0.0320289362686933,0.242331444908838,1
"Thai","315","NAb","2","mu",-0.0768724875601261,0.00857368053990821,-0.106420594854861,0.16875361689973,1
"Thai","33","NAb","1","na",0.0161705604536344,-0.167319213980242,-0.0436279997684445,0.183489774433876,0.125
"Thai","33","NAb","2","na",-0.0174159616472137,-0.173447157969535,-0.0538759305519044,0.156031196322322,0.125
"Thai","21","NAb","1","na",-0.0673556640450756,-0.260389432803822,-0.175855459417204,0.193033768758747,0.125
"Thai","21","NAb","2","na",-0.0841849326837995,-0.221462149681719,-0.159969024094678,0.137277216997919,0.125
"Thai","241","NAb","1","na",0.0982776100110175,-0.112418872387205,0.103909504420051,0.286858039177444,0.5
"Thai","241","NAb","2","na",0.0805949000706816,-0.0291694673419203,0.089402600238332,0.164147006390523,0.625
"Thai","45","NAb","1","na",-0.0190262509214916,0.122949265063282,-0.00977997460202076,0.186744326278836,1
"Thai","45","NAb","2","na",-0.0507466881683821,0.145824595028971,-0.0103474527314879,0.219388378279916,1
"Thai","315","NAb","1","na",-0.12399364784336,-0.110567247652615,-0.189961691783146,0.140164639774245,1
"Thai","315","NAb","2","na",-0.0901041331904233,-0.152468237622247,-0.169430085403949,0.119704809116479,0.125
"Thai","33","NAb","1","ni",0.057177754952472,-0.216122603916393,-0.00384945416716508,0.275912594125417,0.25
"Thai","33","NAb","2","ni",0.00382730818126995,-0.142416310681844,-0.0214296395970274,0.156123000836714,0.25
"Thai","21","NAb","1","ni",-0.0624081810904887,-0.231077549601423,-0.145713015724022,0.170406269430145,0.25
"Thai","21","NAb","2","ni",-0.0832287351083726,-0.208389171176609,-0.138000162408952,0.1349194637232,0.25
"Thai","241","NAb","1","ni",0.140550910770826,-0.176170695233338,0.146346029622175,0.445401130326747,0.5
"Thai","45","NAb","1","ni",0.00471793092399754,0.0622915410845374,0.064919252622951,0.228031448166145,0.875
"Thai","45","NAb","2","ni",0.0786953585896484,-0.0321949479781378,0.1460423395032,0.243635303046951,0.625
"Thai","315","NAb","1","ni",-0.111642948901402,0.0668962518160721,-0.105398222521991,0.231302191651631,1
"Thai","315","NAb","2","ni",0.00051582743308936,0.203483870285238,0.0413754021198478,0.222050333091608,1
"Thai","33","NAb","1","nu",0.0947741424699383,-0.133503525005495,0.0593985435577302,0.235665029115301,0.25
"Thai","33","NAb","2","nu",0.0402619384121357,-0.122402685428017,0.0210939664511469,0.177009770660667,0.75
"Thai","21","NAb","1","nu",-0.0018442040082186,-0.174467410160777,-0.0778392223891426,0.176349855034898,0.25
"Thai","21","NAb","2","nu",-0.0341303383059667,-0.184113711239575,-0.105816462450406,0.149983372933608,0.125
"Thai","241","NAb","1","nu",0.162613844247303,-0.0134795660310746,0.21253182904478,0.323548793651827,0.625
"Thai","241","NAb","2","nu",0.19277804789865,0.0651756688160397,0.237776729065661,0.236946553447956,0.625
"Thai","45","NAb","1","nu",0.0104538494423986,0.270394944740771,0.0963861920457335,0.259941095298372,1
"Thai","45","NAb","2","nu",-0.00399417284387715,0.267790336593667,0.100281698723957,0.271784509437544,1
"Thai","315","NAb","1","nu",-0.0616064062943763,0.0694743719656961,-0.0810080595219754,0.226015022273179,1
"Thai","315","NAb","2","nu",-0.0810631415657643,0.124018165836151,-0.0863551158498509,0.277923431952988,1
"Thai","33","M1b","1","ma",0.0217487051094268,-0.0971340341540171,-0.0283335105390504,0.118882739263444,0.125
"Thai","33","M1b","2","ma",0.0318988454483245,-0.132333517542393,-0.049137218818948,0.164232362990717,0.125
"Thai","33","M1b","3","ma",0.0465602519153161,-0.0974435942834342,-0.0333450485530717,0.14400384619875,0.125
"Thai","21","M1b","1","ma",0.0507646450966126,-0.222222268861131,-0.102080711069567,0.272986913957743,0.125
"Thai","21","M1b","2","ma",0.00408144584170768,-0.193912542130665,-0.0921979683670023,0.206424453052527,0.25
"Thai","21","M1b","3","ma",0.0299875045389929,-0.275597808886158,-0.114261500780387,0.305585313425151,0.125
"Thai","241","M1b","1","ma",0.219259871486788,-0.133718575398816,0.148424854044657,0.397486683970465,0.375
"Thai","241","M1b","2","ma",0.299053631336724,-0.108135439416669,0.228731017992643,0.452385581731142,0.375
"Thai","241","M1b","3","ma",0.281116895601343,-0.141122899740107,0.192282168242925,0.459519526733482,0.375
"Thai","45","M1b","1","ma",0.0261769186329134,0.118464356119458,0.0217606094355127,0.134343986373375,1
"Thai","45","M1b","2","ma",0.0348096590442432,0.119123822872564,0.0177759371008107,0.138746715914713,1
"Thai","45","M1b","3","ma",0.0707674038345055,0.143286708716272,0.0456684869515964,0.132637498761872,1
"Thai","315","M1b","1","ma",-0.0366747395315089,0.189078447433337,-0.0935496177846784,0.375305826616748,1
"Thai","315","M1b","3","ma",-0.031279100008162,0.0985195040924833,-0.111250049799811,0.308138910291334,1
"Thai","33","M1b","1","na",0.00994370794348938,-0.090610554674566,-0.0335905806509015,0.100554262618055,0.125
"Thai","33","M1b","2","na",0.0734239760718997,0.0261408708604997,0.05146539650887,0.0472831052113999,0.125
"Thai","33","M1b","3","na",0.075299467576237,0.023852049516747,0.0486327215876216,0.0517445168710144,0.25
"Thai","33","M1b","4","na",-0.0746207805795416,-0.123320780687368,-0.0889370433539737,0.0487000001078265,0.125
"Thai","21","M1b","1","na",-0.147383944316415,-0.321594914120252,-0.2578076623166,0.174210969803836,0.125
"Thai","241","M1b","1","na",0.143398220531153,-0.0900406701698767,0.125761131454135,0.290667805216674,0.5
"Thai","241","M1b","2","na",0.114477206210627,-0.185203280035921,0.0336593909321227,0.306575239467033,0.25
"Thai","241","M1b","3","na",0.141124004313994,-0.16634286215095,0.0508995997863709,0.307466866464944,0.125
"Thai","241","M1b","4","na",0.165939030119959,0.139865086797655,0.282446603324315,0.260095224349549,0.5
"Thai","45","M1b","1","na",-0.0577327507325437,0.32101164967452,0.0834492253859261,0.378744400407064,1
"Thai","315","M1b","1","na",-0.169124558777553,0.00403277072310428,-0.193873479900823,0.284631912203056,1
"Thai","315","M1b","2","ma",-0.0442072241816237,0.090233261112744,-0.132592750812693,0.335845813226049,1
"Thai","33","M2b","1","ma",0.012204504071701,-0.0455666751992516,0.0393073135746065,0.12361611246674,0.625
"Thai","33","M2b","2","ma",0.00723822505861724,-0.0751731059421613,-0.00703444031924716,0.0876977811701741,0.5
"Thai","33","M2b","3","ma",-0.0169327953429057,-0.0787267167536148,-0.00218385396462256,0.110494134404339,0.625
"Thai","21","M2b","1","ma",0.00235243812343191,-0.108130354190431,-0.0484702872311341,0.116037549580084,0.25
"Thai","21","M2b","2","ma",-0.0286163425263372,-0.113798635104341,-0.0728224937651626,0.0851822925780034,0.125
"Thai","21","M2b","3","ma",-0.0267679889116568,-0.143955627868265,-0.0845165934164065,0.117187638956608,0.125
"Thai","241","M2b","1","ma",0.103735806356408,0.045956079872007,0.232164079589211,0.329269637735319,0.625
"Thai","241","M2b","2","ma",0.113503076680994,-0.0482763946667454,0.189335537018712,0.358340719919463,0.5
"Thai","241","M2b","3","ma",0.0160836622266263,-0.0206870841482213,0.137795312475232,0.273271161497579,0.625
