"tone","language","session","id","isi","speaker","vowel_vari","informant","token","syllable","onset","offset","f0mean","excursion","maxloc"
33,"md","128_1",29,"long","ds","sv",128,1,"mii",0.00370505688100687,-0.0374134758288555,0.00737130119340412,0.100560891841412,0.5
241,"md","128_1",30,"long","ds","sv",128,1,"mii",0.131566335133944,-0.0287508894230225,0.0492912490884595,0.186346654464809,0.25
45,"md","128_1",31,"long","ds","sv",128,1,"maa",-0.205635622709249,0.121434784703465,-0.00723022839156658,0.351941242514817,0.875
241,"md","128_1",32,"long","ds","sv",128,1,"maa",0.157550022289148,0.00961949898707511,0.0862188787962217,0.208644385272527,0.25
21,"md","128_1",33,"long","ds","sv",128,1,"maa",0.0510982710633333,-0.0284619350273294,-0.0543399759590465,0.18195013590757,0.125
315,"md","128_1",34,"long","ds","sv",128,1,"maa",-0.0306403103464592,0.190855799195623,-0.0456536873815388,0.364461559666976,1
241,"md","128_1",35,"long","ds","sv",128,1,"maa",0.117239701772025,0.0363772243945789,0.0586273975017025,0.166670793676153,0.25
45,"md","128_1",36,"long","ds","sv",128,1,"maa",-0.024132722799311,0.240048227331487,0.0706234640327213,0.284924270857216,1
33,"md","128_1",37,"long","ds","sv",128,1,"maa",0.0126041125260316,-0.502558265565957,-0.102482264415368,0.515162378091989,0.125
21,"md","128_1",38,"long","ds","sv",128,1,"maa",0.00792407394976751,-0.141065618966097,-0.119156838369666,0.363546234024133,0.125
315,"md","128_1",39,"long","ds","sv",128,1,"maa",-0.0663446624158122,0.162563260685668,-0.008087336459052,0.267834637055083,1
33,"md","128_1",40,"long","ds","sv",128,1,"maa",-0.0388947306636091,-0.0231657915387012,-0.00334930901116879,0.146597866929971,0.25
33,"md","128_1",41,"long","ds","dv",128,1,"maa",0.0273387874540141,-0.0321807784211602,-0.0346881831478541,0.150560962005612,0.125
315,"md","128_1",42,"long","ds","dv",128,1,"mii",-0.0325556820755464,0.11561858079826,-0.0502236954149265,0.267701350535309,1
241,"md","128_1",43,"long","ds","dv",128,1,"mii",0.171267008378376,-0.258876481469784,0.0239316066828419,0.556827230409381,0.25
315,"md","128_1",44,"long","ds","dv",128,1,"maa",-0.0788836804085057,0.143366762861925,-0.0368203647271704,0.278553039991575,1
21,"md","128_1",45,"long","ds","dv",128,1,"maa",0.058354768935987,-0.282505973413616,-0.0444985098029466,0.340860742349603,0.125
241,"md","128_1",46,"long","ds","dv",128,1,"maa",0.0569727919638023,-0.0321797236142942,-0.0391114458942536,0.425710504857331,0.125
21,"md","128_1",47,"long","ds","dv",128,1,"mii",-0.0242668882914545,-0.0313565033371108,-0.049131858302684,0.0964829605724644,0.375
33,"md","128_1",48,"long","ds","dv",128,1,"mii",0.0656810238794549,-0.0100934865017353,0.0304901209555302,0.160313071066469,0.25
45,"md","128_1",49,"long","ds","dv",128,1,"maa",-0.0325617127507711,0.240130174219489,0.0535418285159541,0.328120371455791,1
45,"md","128_1",50,"long","ds","dv",128,1,"mii",0.0291105125129021,0.211908231034469,0.0646816867119349,0.224152236532054,1
315,"md","128_1",51,"long","ss","dv",128,1,"mii",0.0525649386009201,0.326874919110805,0.129517868965512,0.370978034753278,0.875
241,"md","128_1",52,"long","ss","dv",128,1,"mii",0.100433568677129,-0.0299074648917096,0.0636396148068325,0.209617936231342,0.5
21,"md","128_1",53,"long","ss","dv",128,1,"mii",0.0164351488094126,-0.0428965100302834,-0.076303417765788,0.300596079110038,0.125
45,"md","128_1",54,"long","ss","dv",128,1,"maa",-0.0281657936922883,0.0903244577963069,0.033311485477386,0.165136978321855,0.75
