"Subject","ISI","cgload","Tone_contrast","n_hit","n_fa","n_miss","n_cr","dis_rt","hit_rate","fa_rate","z_hit","z_fa","dprime","speaker","vowel","language","dprime2"
131,"High","ssdv","T33-T45",14.5,2.5,2.5,14.5,561.8125,0.85,0.15,1.03643338949379,-1.03643338949379,2.07286677898758,"Constant","Variable","Mandarin",3.5
131,"High","sssv","T315-T45",11.5,2.5,5.5,14.5,731.03125,0.68,0.15,0.467698799114508,-1.03643338949379,1.5041321886083,"Constant","Constant","Mandarin",2.7
131,"High","sssv","T33-T241",7.5,2.5,9.5,14.5,615.15625,0.44,0.15,-0.150969215496777,-1.03643338949379,0.885464173997012,"Constant","Constant","Mandarin",1.81
131,"High","sssv","T33-T45",15.5,2.5,1.5,12.5,521.533333333333,0.91,0.17,1.34075503369022,-0.954165253146194,2.29492028683641,"Constant","Constant","Mandarin",3.84
132,"High","dsdv","T315-T45",12.5,3.5,4.5,13.5,336.59375,0.74,0.21,0.643345405392917,-0.80642124701824,1.44976665241116,"Variable","Variable","Mandarin",2.68
132,"High","dsdv","T33-T241",7.5,2.5,9.5,14.5,245,0.44,0.15,-0.150969215496777,-1.03643338949379,0.885464173997012,"Variable","Variable","Mandarin",1.81
132,"High","dsdv","T33-T45",14.5,1.5,2.5,15.5,293.59375,0.85,0.09,1.03643338949379,-1.34075503369022,2.37718842318401,"Variable","Variable","Mandarin",3.86
132,"High","dssv","T315-T45",10.5,1.5,6.5,15.5,343.1875,0.62,0.09,0.305480788099397,-1.34075503369022,1.64623582178961,"Variable","Constant","Mandarin",2.83
132,"High","dssv","T33-T241",11.5,1.5,5.5,15.5,317.78125,0.68,0.09,0.467698799114508,-1.34075503369022,1.80845383280472,"Variable","Constant","Mandarin",3.06
132,"High","dssv","T33-T45",15.5,3.5,1.5,13.5,286.65625,0.91,0.21,1.34075503369022,-0.80642124701824,2.14717628070846,"Variable","Constant","Mandarin",3.67
132,"High","ssdv","T315-T45",11.5,0.5,5.5,16.5,295.125,0.68,0.03,0.467698799114508,-1.88079360815125,2.34849240726576,"Constant","Variable","Mandarin",3.73
132,"High","ssdv","T33-T241",5.5,0.5,11.5,16.5,360.28125,0.32,0.03,-0.467698799114508,-1.88079360815125,1.41309480903674,"Constant","Variable","Mandarin",2.41
132,"High","ssdv","T33-T45",16.5,1.5,0.5,15.5,272.28125,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Variable","Mandarin",5.06
132,"High","sssv","T315-T45",14.5,0.5,2.5,16.5,313.46875,0.85,0.03,1.03643338949379,-1.88079360815125,2.91722699764504,"Constant","Constant","Mandarin",4.53
132,"High","sssv","T33-T241",12.5,1.5,4.5,15.5,251.65625,0.74,0.09,0.643345405392917,-1.34075503369022,1.98410043908313,"Constant","Constant","Mandarin",3.31
132,"High","sssv","T33-T45",16.5,1.5,0.5,15.5,273.25,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Constant","Mandarin",5.06
133,"Low","dsdv","T315-T45",12.5,5.5,3.5,11.5,1288.93548387097,0.78,0.32,0.772193214188685,-0.467698799114508,1.23989201330319,"Variable","Variable","Mandarin",2.48
133,"Low","dsdv","T33-T241",11.5,3.5,5.5,13.5,1201.03125,0.68,0.21,0.467698799114508,-0.80642124701824,1.27412004613275,"Variable","Variable","Mandarin",2.43
133,"Low","dsdv","T33-T45",16.5,4.5,0.5,12.5,1478.5625,0.97,0.26,1.88079360815125,-0.643345405392917,2.52413901354417,"Variable","Variable","Mandarin",4.25
133,"Low","dssv","T315-T45",16.5,1.5,0.5,15.5,841.375,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Variable","Constant","Mandarin",5.06
133,"Low","dssv","T33-T241",12.5,1.5,4.5,15.5,867.1875,0.74,0.09,0.643345405392917,-1.34075503369022,1.98410043908313,"Variable","Constant","Mandarin",3.31
133,"Low","dssv","T33-T45",15.5,2.5,1.5,14.5,931.59375,0.91,0.15,1.34075503369022,-1.03643338949379,2.37718842318401,"Variable","Constant","Mandarin",3.93
133,"Low","ssdv","T315-T45",16.5,0.5,0.5,16.5,1199.78125,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Variable","Mandarin",5.73
133,"Low","ssdv","T33-T241",14.5,4.5,2.5,12.5,901.0625,0.85,0.26,1.03643338949379,-0.643345405392917,1.67977879488671,"Constant","Variable","Mandarin",3.06
133,"Low","ssdv","T33-T45",15.5,2.5,1.5,14.5,971.375,0.91,0.15,1.34075503369022,-1.03643338949379,2.37718842318401,"Constant","Variable","Mandarin",3.93
133,"Low","sssv","T315-T45",14.5,0.5,2.5,16.5,777.96875,0.85,0.03,1.03643338949379,-1.88079360815125,2.91722699764504,"Constant","Constant","Mandarin",4.53
133,"Low","sssv","T33-T241",12.5,0.5,4.5,16.5,839.84375,0.74,0.03,0.643345405392917,-1.88079360815125,2.52413901354417,"Constant","Constant","Mandarin",3.98
133,"Low","sssv","T33-T45",16.5,0.5,0.5,16.5,679.78125,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
134,"Low","dsdv","T315-T45",14.5,8.5,2.5,7.5,819.354838709677,0.85,0.53,1.03643338949379,0.0752698620998299,0.961163527393959,"Variable","Variable","Mandarin",2.28
134,"Low","dsdv","T33-T241",9.5,8.5,7.5,8.5,752.4375,0.56,0.5,0.150969215496777,0,0.150969215496777,"Variable","Variable","Mandarin",0.77
134,"Low","dsdv","T33-T45",16.5,5.5,0.5,11.5,730.53125,0.97,0.32,1.88079360815125,-0.467698799114508,2.34849240726576,"Variable","Variable","Mandarin",4.67
134,"Low","dssv","T315-T45",13.5,3.5,3.5,13.5,778.84375,0.79,0.21,0.80642124701824,-0.80642124701824,1.61284249403648,"Variable","Constant","Mandarin",2.91
134,"Low","dssv","T33-T241",12.5,8.5,4.5,8.5,593.46875,0.74,0.5,0.643345405392917,0,0.643345405392917,"Variable","Constant","Mandarin",1.74
134,"Low","dssv","T33-T45",16.5,3.5,0.5,13.5,592.8125,0.97,0.21,1.88079360815125,-0.80642124701824,2.68721485516949,"Variable","Constant","Mandarin",4.43
134,"Low","ssdv","T315-T45",12.5,4.5,4.5,12.5,865.25,0.74,0.26,0.643345405392917,-0.643345405392917,1.28669081078583,"Constant","Variable","Mandarin",2.49
134,"Low","ssdv","T33-T241",3.5,1.5,13.5,15.5,695.75,0.21,0.09,-0.80642124701824,-1.34075503369022,0.534333786671976,"Constant","Variable","Mandarin",1.23
134,"Low","ssdv","T33-T45",15.5,2.5,1.5,14.5,804.5,0.91,0.15,1.34075503369022,-1.03643338949379,2.37718842318401,"Constant","Variable","Mandarin",3.93
134,"Low","sssv","T315-T45",16.5,2.5,0.5,13.5,638.548387096774,0.97,0.16,1.88079360815125,-0.994457883209753,2.875251491361,"Constant","Constant","Mandarin",4.65
134,"Low","sssv","T33-T241",7.5,1.5,9.5,15.5,736.59375,0.44,0.09,-0.150969215496777,-1.34075503369022,1.18978581819344,"Constant","Constant","Mandarin",2.18
134,"Low","sssv","T33-T45",16.5,2.5,0.5,14.5,696.4375,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Constant","Constant","Mandarin",4.7
135,"Low","dsdv","T315-T45",7.5,4.5,6.5,10.5,836.148148148148,0.54,0.3,0.10043372051147,-0.524400512708041,0.624834233219511,"Variable","Variable","Mandarin",1.55
135,"Low","dsdv","T33-T241",5.5,3.5,8.5,11.5,948.074074074074,0.39,0.23,-0.279319034447454,-0.738846849185214,0.45952781473776,"Variable","Variable","Mandarin",1.23
135,"Low","dsdv","T33-T45",11.5,10.5,2.5,4.5,1111,0.82,0.7,0.915365087842814,0.524400512708041,0.390964575134773,"Variable","Variable","Mandarin",1.47
135,"Low","dssv","T315-T45",12.5,6.5,2.5,10.5,843.3,0.83,0.38,0.954165253146194,-0.305480788099397,1.25964604124559,"Variable","Constant","Mandarin",2.57
135,"Low","dssv","T33-T241",4.5,3.5,11.5,13.5,627.838709677419,0.28,0.21,-0.582841507271216,-0.80642124701824,0.223579739747024,"Variable","Constant","Mandarin",0.8
135,"Low","dssv","T33-T45",15.5,4.5,1.5,10.5,652.566666666667,0.91,0.3,1.34075503369022,-0.524400512708041,1.86515554639826,"Variable","Constant","Mandarin",3.36
135,"Low","ssdv","T315-T45",8.5,5.5,6.5,8.5,836.555555555556,0.57,0.39,0.176374164780861,-0.279319034447454,0.455693199228315,"Constant","Variable","Mandarin",1.34
135,"Low","ssdv","T33-T241",5.5,1.5,11.5,10.5,665.407407407407,0.32,0.12,-0.467698799114508,-1.17498679206609,0.707287992951582,"Constant","Variable","Mandarin",1.52
135,"Low","ssdv","T33-T45",13.5,3.5,2.5,11.5,1003.55172413793,0.84,0.23,0.994457883209753,-0.738846849185214,1.73330473239497,"Constant","Variable","Mandarin",3.1
135,"Low","sssv","T315-T45",14.5,4.5,2.5,12.5,608.5,0.85,0.26,1.03643338949379,-0.643345405392917,1.67977879488671,"Constant","Constant","Mandarin",3.06
135,"Low","sssv","T33-T241",6.5,3.5,9.5,13.5,479.354838709677,0.41,0.21,-0.227544976641149,-0.80642124701824,0.578876270377091,"Constant","Constant","Mandarin",1.41
135,"Low","sssv","T33-T45",15.5,1.5,0.5,15.5,545.741935483871,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Constant","Mandarin",5.06
136,"High","dsdv","T315-T45",9.5,5.5,7.5,11.5,919.5,0.56,0.32,0.150969215496777,-0.467698799114508,0.618668014611286,"Variable","Variable","Mandarin",1.56
136,"High","dsdv","T33-T241",14.5,3.5,2.5,13.5,765.90625,0.85,0.21,1.03643338949379,-0.80642124701824,1.84285463651203,"Variable","Variable","Mandarin",3.24
136,"High","dsdv","T33-T45",16.5,3.5,0.5,13.5,771.09375,0.97,0.21,1.88079360815125,-0.80642124701824,2.68721485516949,"Variable","Variable","Mandarin",4.43
136,"High","dssv","T315-T45",11.5,9.5,5.5,7.5,947.28125,0.68,0.56,0.467698799114508,0.150969215496777,0.316729583617731,"Variable","Constant","Mandarin",1.25
136,"High","dssv","T33-T241",15.5,5.5,1.5,11.5,828.9375,0.91,0.32,1.34075503369022,-0.467698799114508,1.80845383280472,"Variable","Constant","Mandarin",3.3
136,"High","dssv","T33-T45",16.5,3.5,0.5,13.5,814.0625,0.97,0.21,1.88079360815125,-0.80642124701824,2.68721485516949,"Variable","Constant","Mandarin",4.43
136,"High","ssdv","T315-T45",3.5,3.5,13.5,13.5,1054.53125,0.21,0.21,-0.80642124701824,-0.80642124701824,0,"Constant","Variable","Mandarin",0
136,"High","ssdv","T33-T241",12.5,4.5,4.5,12.5,953.0625,0.74,0.26,0.643345405392917,-0.643345405392917,1.28669081078583,"Constant","Variable","Mandarin",2.49
136,"High","ssdv","T33-T45",15.5,1.5,1.5,15.5,818.90625,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Variable","Mandarin",4.29
136,"High","sssv","T315-T45",14.5,4.5,2.5,12.5,799.71875,0.85,0.26,1.03643338949379,-0.643345405392917,1.67977879488671,"Constant","Constant","Mandarin",3.06
136,"High","sssv","T33-T241",16.5,2.5,0.5,14.5,572.59375,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Constant","Constant","Mandarin",4.7
136,"High","sssv","T33-T45",16.5,1.5,0.5,15.5,584.75,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Constant","Mandarin",5.06
137,"Low","dsdv","T315-T45",5.5,5.5,11.5,11.5,1068.5,0.32,0.32,-0.467698799114508,-0.467698799114508,0,"Variable","Variable","Mandarin",0
137,"Low","dsdv","T33-T241",11.5,7.5,4.5,9.5,1037.25806451613,0.72,0.44,0.582841507271216,-0.150969215496777,0.733810722767993,"Variable","Variable","Mandarin",1.84
137,"Low","dsdv","T33-T45",15.5,3.5,1.5,13.5,954.1875,0.91,0.21,1.34075503369022,-0.80642124701824,2.14717628070846,"Variable","Variable","Mandarin",3.67
137,"Low","dssv","T315-T45",2.5,2.5,14.5,14.5,802.59375,0.15,0.15,-1.03643338949379,-1.03643338949379,0,"Variable","Constant","Mandarin",0
137,"Low","dssv","T33-T241",6.5,0.5,10.5,16.5,618.78125,0.38,0.03,-0.305480788099397,-1.88079360815125,1.57531282005185,"Variable","Constant","Mandarin",2.64
137,"Low","dssv","T33-T45",15.5,2.5,1.5,13.5,516.838709677419,0.91,0.16,1.34075503369022,-0.994457883209753,2.33521291689997,"Variable","Constant","Mandarin",3.88
137,"Low","ssdv","T315-T45",4.5,3.5,11.5,13.5,1097.09677419355,0.28,0.21,-0.582841507271216,-0.80642124701824,0.223579739747024,"Constant","Variable","Mandarin",0.8
137,"Low","ssdv","T33-T241",9.5,4.5,6.5,12.5,842.483870967742,0.59,0.26,0.227544976641149,-0.643345405392917,0.870890382034066,"Constant","Variable","Mandarin",1.89
137,"Low","ssdv","T33-T45",16.5,4.5,0.5,12.5,843.84375,0.97,0.26,1.88079360815125,-0.643345405392917,2.52413901354417,"Constant","Variable","Mandarin",4.25
137,"Low","sssv","T315-T45",12.5,1.5,4.5,15.5,1202.4375,0.74,0.09,0.643345405392917,-1.34075503369022,1.98410043908313,"Constant","Constant","Mandarin",3.31
137,"Low","sssv","T33-T241",10.5,0.5,6.5,15.5,1116.38709677419,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Constant","Constant","Mandarin",3.5
137,"Low","sssv","T33-T45",15.5,1.5,0.5,15.5,892.064516129032,0.97,0.09,1.88079360815125,-1.34075503369022,3.22154864184147,"Constant","Constant","Mandarin",5.06
101,"Low","dsdv","T241-T21",8.5,4.5,7.5,12.5,826.935483870968,0.53,0.26,0.0752698620998299,-0.643345405392917,0.718615267492747,"Variable","Variable","Mandarin",1.66
101,"Low","dsdv","T33-T21",6.5,2.5,10.5,14.5,1044.84375,0.38,0.15,-0.305480788099397,-1.03643338949379,0.730952601394392,"Variable","Variable","Mandarin",1.58
101,"Low","dssv","T241-T21",5.5,5.5,10.5,11.5,1069.16129032258,0.34,0.32,-0.412463129441405,-0.467698799114508,0.0552356696731035,"Variable","Constant","Mandarin",0.41
101,"Low","dssv","T33-T21",7.5,4.5,8.5,12.5,1038.41935483871,0.47,0.26,-0.0752698620998299,-0.643345405392917,0.568075543293087,"Variable","Constant","Mandarin",1.43
101,"Low","ssdv","T241-T21",6.5,3.5,10.5,12.5,897.677419354839,0.38,0.22,-0.305480788099397,-0.772193214188685,0.466712426089288,"Constant","Variable","Mandarin",1.24
101,"Low","ssdv","T33-T21",8.5,0.5,8.5,16.5,1240.3125,0.5,0.03,0,-1.88079360815125,1.88079360815125,"Constant","Variable","Mandarin",3.07
101,"Low","sssv","T241-T21",13.5,1.5,3.5,15.5,1085.40625,0.79,0.09,0.80642124701824,-1.34075503369022,2.14717628070846,"Constant","Constant","Mandarin",3.54
101,"Low","sssv","T33-T21",12.5,3.5,4.5,12.5,1215.8064516129,0.74,0.22,0.643345405392917,-0.772193214188685,1.4155386195816,"Constant","Constant","Mandarin",2.64
102,"High","dsdv","T241-T21",13.5,8.5,3.5,8.5,379.1875,0.79,0.5,0.80642124701824,0,0.80642124701824,"Variable","Variable","Mandarin",2.01
102,"High","dsdv","T33-T21",14.5,5.5,2.5,11.5,365.875,0.85,0.32,1.03643338949379,-0.467698799114508,1.5041321886083,"Variable","Variable","Mandarin",2.86
102,"High","dssv","T241-T21",16.5,6.5,0.5,10.5,383,0.97,0.38,1.88079360815125,-0.305480788099397,2.18627439625065,"Variable","Constant","Mandarin",3.9
102,"High","dssv","T33-T21",9.5,4.5,7.5,12.5,500.375,0.56,0.26,0.150969215496777,-0.643345405392917,0.794314620889694,"Variable","Constant","Mandarin",1.78
102,"High","ssdv","T241-T21",12.5,2.5,4.5,14.5,547.96875,0.74,0.15,0.643345405392917,-1.03643338949379,1.67977879488671,"Constant","Variable","Mandarin",2.94
102,"High","ssdv","T33-T21",13.5,4.5,3.5,12.5,526.3125,0.79,0.26,0.80642124701824,-0.643345405392917,1.44976665241116,"Constant","Variable","Mandarin",2.73
102,"High","sssv","T241-T21",15.5,1.5,1.5,15.5,264.28125,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Constant","Mandarin",4.29
102,"High","sssv","T33-T21",16.5,4.5,0.5,12.5,301.125,0.97,0.26,1.88079360815125,-0.643345405392917,2.52413901354417,"Constant","Constant","Mandarin",4.25
103,"Low","dsdv","T241-T21",7.5,1.5,9.5,15.5,579.53125,0.44,0.09,-0.150969215496777,-1.34075503369022,1.18978581819344,"Variable","Variable","Mandarin",2.18
103,"Low","dsdv","T33-T21",6.5,0.5,10.5,16.5,722.5,0.38,0.03,-0.305480788099397,-1.88079360815125,1.57531282005185,"Variable","Variable","Mandarin",2.64
103,"Low","dssv","T241-T21",14.5,1.5,2.5,15.5,515.78125,0.85,0.09,1.03643338949379,-1.34075503369022,2.37718842318401,"Variable","Constant","Mandarin",3.86
103,"Low","dssv","T33-T21",11.5,0.5,5.5,16.5,517.5,0.68,0.03,0.467698799114508,-1.88079360815125,2.34849240726576,"Variable","Constant","Mandarin",3.73
103,"Low","ssdv","T241-T21",12.5,4.5,3.5,12.5,673.032258064516,0.78,0.26,0.772193214188685,-0.643345405392917,1.4155386195816,"Constant","Variable","Mandarin",2.68
103,"Low","ssdv","T33-T21",12.5,1.5,4.5,15.5,681.09375,0.74,0.09,0.643345405392917,-1.34075503369022,1.98410043908313,"Constant","Variable","Mandarin",3.31
103,"Low","sssv","T241-T21",14.5,2.5,2.5,14.5,522.59375,0.85,0.15,1.03643338949379,-1.03643338949379,2.07286677898758,"Constant","Constant","Mandarin",3.5
103,"Low","sssv","T33-T21",12.5,0.5,4.5,15.5,572.451612903226,0.74,0.03,0.643345405392917,-1.88079360815125,2.52413901354417,"Constant","Constant","Mandarin",3.98
104,"High","dsdv","T241-T21",12.5,6.5,4.5,10.5,625.1875,0.74,0.38,0.643345405392917,-0.305480788099397,0.948826193492314,"Variable","Variable","Mandarin",2.11
104,"High","dsdv","T33-T21",10.5,2.5,6.5,14.5,647.875,0.62,0.15,0.305480788099397,-1.03643338949379,1.34191417759319,"Variable","Variable","Mandarin",2.47
104,"High","dssv","T241-T21",13.5,5.5,3.5,10.5,551.677419354839,0.79,0.34,0.80642124701824,-0.412463129441405,1.21888437645964,"Variable","Constant","Mandarin",2.47
104,"High","dssv","T33-T21",13.5,3.5,3.5,13.5,697.40625,0.79,0.21,0.80642124701824,-0.80642124701824,1.61284249403648,"Variable","Constant","Mandarin",2.91
104,"High","ssdv","T241-T21",13.5,3.5,3.5,13.5,434.75,0.79,0.21,0.80642124701824,-0.80642124701824,1.61284249403648,"Constant","Variable","Mandarin",2.91
104,"High","ssdv","T33-T21",10.5,2.5,6.5,14.5,422.03125,0.62,0.15,0.305480788099397,-1.03643338949379,1.34191417759319,"Constant","Variable","Mandarin",2.47
104,"High","sssv","T241-T21",15.5,1.5,1.5,15.5,571.28125,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Constant","Mandarin",4.29
104,"High","sssv","T33-T21",16.5,4.5,0.5,12.5,716.5625,0.97,0.26,1.88079360815125,-0.643345405392917,2.52413901354417,"Constant","Constant","Mandarin",4.25
105,"High","dsdv","T241-T21",14.5,2.5,2.5,14.5,681.0625,0.85,0.15,1.03643338949379,-1.03643338949379,2.07286677898758,"Variable","Variable","Mandarin",3.5
105,"High","dsdv","T33-T21",11.5,2.5,5.5,14.5,783.65625,0.68,0.15,0.467698799114508,-1.03643338949379,1.5041321886083,"Variable","Variable","Mandarin",2.7
105,"High","dssv","T241-T21",16.5,6.5,0.5,10.5,747.15625,0.97,0.38,1.88079360815125,-0.305480788099397,2.18627439625065,"Variable","Constant","Mandarin",3.9
105,"High","dssv","T33-T21",13.5,1.5,3.5,15.5,859.46875,0.79,0.09,0.80642124701824,-1.34075503369022,2.14717628070846,"Variable","Constant","Mandarin",3.54
105,"High","ssdv","T241-T21",11.5,1.5,5.5,15.5,704.15625,0.68,0.09,0.467698799114508,-1.34075503369022,1.80845383280472,"Constant","Variable","Mandarin",3.06
105,"High","ssdv","T33-T21",7.5,0.5,9.5,16.5,771.40625,0.44,0.03,-0.150969215496777,-1.88079360815125,1.72982439265447,"Constant","Variable","Mandarin",2.86
105,"High","sssv","T241-T21",14.5,1.5,2.5,15.5,604.0625,0.85,0.09,1.03643338949379,-1.34075503369022,2.37718842318401,"Constant","Constant","Mandarin",3.86
105,"High","sssv","T33-T21",14.5,1.5,2.5,15.5,656.5,0.85,0.09,1.03643338949379,-1.34075503369022,2.37718842318401,"Constant","Constant","Mandarin",3.86
106,"Low","dsdv","T241-T21",12.5,9.5,4.5,7.5,959.03125,0.74,0.56,0.643345405392917,0.150969215496777,0.492376189896139,"Variable","Variable","Mandarin",1.54
106,"Low","dsdv","T33-T21",10.5,6.5,6.5,10.5,1116.625,0.62,0.38,0.305480788099397,-0.305480788099397,0.610961576198795,"Variable","Variable","Mandarin",1.59
106,"Low","dssv","T241-T21",13.5,10.5,3.5,6.5,1093.8125,0.79,0.62,0.80642124701824,0.305480788099397,0.500940458918843,"Variable","Constant","Mandarin",1.6
106,"Low","dssv","T33-T21",7.5,9.5,9.5,7.5,1066.90625,0.44,0.56,-0.150969215496777,0.150969215496777,-0.301938430993555,"Variable","Constant","Mandarin",1.09
106,"Low","ssdv","T241-T21",12.5,5.5,4.5,11.5,921.03125,0.74,0.32,0.643345405392917,-0.467698799114508,1.11104420450742,"Constant","Variable","Mandarin",2.3
106,"Low","ssdv","T33-T21",12.5,5.5,4.5,11.5,911.5,0.74,0.32,0.643345405392917,-0.467698799114508,1.11104420450742,"Constant","Variable","Mandarin",2.3
106,"Low","sssv","T241-T21",10.5,5.5,6.5,11.5,911.625,0.62,0.32,0.305480788099397,-0.467698799114508,0.773179587213906,"Constant","Constant","Mandarin",1.79
106,"Low","sssv","T33-T21",9.5,6.5,7.5,10.5,1033.53125,0.56,0.38,0.150969215496777,-0.305480788099397,0.456450003596175,"Constant","Constant","Mandarin",1.33
107,"High","dsdv","T241-T21",9.5,2.5,7.5,14.5,1025.375,0.56,0.15,0.150969215496777,-1.03643338949379,1.18740260499057,"Variable","Variable","Mandarin",2.24
107,"High","dsdv","T33-T21",2.5,0.5,14.5,16.5,1036.9375,0.15,0.03,-1.03643338949379,-1.88079360815125,0.844360218657461,"Variable","Variable","Mandarin",1.6
107,"High","dssv","T241-T21",11.5,1.5,5.5,15.5,966.15625,0.68,0.09,0.467698799114508,-1.34075503369022,1.80845383280472,"Variable","Constant","Mandarin",3.06
107,"High","dssv","T33-T21",6.5,1.5,10.5,15.5,1016.15625,0.38,0.09,-0.305480788099397,-1.34075503369022,1.03527424559082,"Variable","Constant","Mandarin",1.96
107,"High","ssdv","T241-T21",10.5,0.5,6.5,16.5,1032.96875,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Constant","Variable","Mandarin",3.5
107,"High","ssdv","T33-T21",4.5,0.5,12.5,16.5,992.4375,0.26,0.03,-0.643345405392917,-1.88079360815125,1.23744820275833,"Constant","Variable","Mandarin",2.16
107,"High","sssv","T241-T21",13.5,2.5,3.5,14.5,932.1875,0.79,0.15,0.80642124701824,-1.03643338949379,1.84285463651203,"Constant","Constant","Mandarin",3.18
107,"High","sssv","T33-T21",10.5,0.5,6.5,16.5,908.46875,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Constant","Constant","Mandarin",3.5
108,"High","dsdv","T241-T21",16.5,4.5,0.5,12.5,325.71875,0.97,0.26,1.88079360815125,-0.643345405392917,2.52413901354417,"Variable","Variable","Mandarin",4.25
108,"High","dsdv","T33-T21",16.5,0.5,0.5,16.5,319,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Variable","Variable","Mandarin",5.73
108,"High","dssv","T241-T21",16.5,4.5,0.5,12.5,314.84375,0.97,0.26,1.88079360815125,-0.643345405392917,2.52413901354417,"Variable","Constant","Mandarin",4.25
108,"High","dssv","T33-T21",16.5,0.5,0.5,16.5,396.5625,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Variable","Constant","Mandarin",5.73
108,"High","ssdv","T241-T21",15.5,4.5,1.5,12.5,291.53125,0.91,0.26,1.34075503369022,-0.643345405392917,1.98410043908313,"Constant","Variable","Mandarin",3.49
108,"High","ssdv","T33-T21",15.5,0.5,1.5,16.5,300.9375,0.91,0.03,1.34075503369022,-1.88079360815125,3.22154864184147,"Constant","Variable","Mandarin",4.97
108,"High","sssv","T241-T21",16.5,2.5,0.5,14.5,234.375,0.97,0.15,1.88079360815125,-1.03643338949379,2.91722699764504,"Constant","Constant","Mandarin",4.7
108,"High","sssv","T33-T21",16.5,0.5,0.5,16.5,275.8125,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
109,"Low","dsdv","T241-T21",3.5,2.5,13.5,14.5,512.40625,0.21,0.15,-0.80642124701824,-1.03643338949379,0.230012142475549,"Variable","Variable","Mandarin",0.78
109,"Low","dsdv","T33-T21",15.5,3.5,1.5,13.5,723.46875,0.91,0.21,1.34075503369022,-0.80642124701824,2.14717628070846,"Variable","Variable","Mandarin",3.67
109,"Low","dssv","T241-T21",5.5,0.5,11.5,16.5,648.5625,0.32,0.03,-0.467698799114508,-1.88079360815125,1.41309480903674,"Variable","Constant","Mandarin",2.41
109,"Low","dssv","T33-T21",14.5,1.5,2.5,15.5,727.25,0.85,0.09,1.03643338949379,-1.34075503369022,2.37718842318401,"Variable","Constant","Mandarin",3.86
109,"Low","ssdv","T241-T21",9.5,0.5,7.5,16.5,834.96875,0.56,0.03,0.150969215496777,-1.88079360815125,2.03176282364803,"Constant","Variable","Mandarin",3.28
109,"Low","ssdv","T33-T21",14.5,1.5,2.5,15.5,715.75,0.85,0.09,1.03643338949379,-1.34075503369022,2.37718842318401,"Constant","Variable","Mandarin",3.86
109,"Low","sssv","T241-T21",10.5,0.5,6.5,16.5,596.6875,0.62,0.03,0.305480788099397,-1.88079360815125,2.18627439625065,"Constant","Constant","Mandarin",3.5
109,"Low","sssv","T33-T21",16.5,0.5,0.5,16.5,515.71875,0.97,0.03,1.88079360815125,-1.88079360815125,3.7615872163025,"Constant","Constant","Mandarin",5.73
110,"High","dsdv","T241-T21",14.5,7.5,2.5,9.5,988.6875,0.85,0.44,1.03643338949379,-0.150969215496777,1.18740260499057,"Variable","Variable","Mandarin",2.53
110,"High","dsdv","T33-T21",15.5,4.5,1.5,12.5,985.5625,0.91,0.26,1.34075503369022,-0.643345405392917,1.98410043908313,"Variable","Variable","Mandarin",3.49
110,"High","dssv","T241-T21",12.5,4.5,4.5,12.5,1214.625,0.74,0.26,0.643345405392917,-0.643345405392917,1.28669081078583,"Variable","Constant","Mandarin",2.49
110,"High","dssv","T33-T21",15.5,3.5,1.5,13.5,1077.09375,0.91,0.21,1.34075503369022,-0.80642124701824,2.14717628070846,"Variable","Constant","Mandarin",3.67
110,"High","ssdv","T241-T21",11.5,3.5,5.5,13.5,853.1875,0.68,0.21,0.467698799114508,-0.80642124701824,1.27412004613275,"Constant","Variable","Mandarin",2.43
110,"High","ssdv","T33-T21",15.5,1.5,1.5,15.5,879.03125,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Variable","Mandarin",4.29
110,"High","sssv","T241-T21",15.5,2.5,1.5,14.5,769.71875,0.91,0.15,1.34075503369022,-1.03643338949379,2.37718842318401,"Constant","Constant","Mandarin",3.93
110,"High","sssv","T33-T21",15.5,1.5,1.5,15.5,813.96875,0.91,0.09,1.34075503369022,-1.34075503369022,2.68151006738043,"Constant","Constant","Mandarin",4.29
